"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.08","0.14","10","70","47.5","0.08-0.14-10-70"
"0.08","0.14","10","80","38.6","0.08-0.14-10-80"
"0.08","0.14","10","90","31.2","0.08-0.14-10-90"
"0.08","0.14","100","10","73.6","0.08-0.14-100-10"
"0.08","0.14","100","100","154.1","0.08-0.14-100-100"
"0.08","0.14","100","20","116.6","0.08-0.14-100-20"
"0.08","0.14","100","30","147.9","0.08-0.14-100-30"
"0.08","0.14","100","40","144.9","0.08-0.14-100-40"
"0.08","0.14","100","50","145.3","0.08-0.14-100-50"
"0.08","0.14","100","60","143.6","0.08-0.14-100-60"
"0.08","0.14","100","70","158.5","0.08-0.14-100-70"
"0.08","0.14","100","80","153.7","0.08-0.14-100-80"
"0.08","0.14","100","90","177.8","0.08-0.14-100-90"
"0.08","0.14","20","10","22.8","0.08-0.14-20-10"
"0.08","0.14","20","100","62.8","0.08-0.14-20-100"
"0.08","0.14","20","20","35.6","0.08-0.14-20-20"
"0.08","0.14","20","30","41.5","0.08-0.14-20-30"
"0.08","0.14","20","40","54.8","0.08-0.14-20-40"
"0.08","0.14","20","50","33.3","0.08-0.14-20-50"
"0.08","0.14","20","60","38.8","0.08-0.14-20-60"
"0.08","0.14","20","70","68.3","0.08-0.14-20-70"
"0.08","0.14","20","80","42.3","0.08-0.14-20-80"
"0.08","0.14","20","90","60.0","0.08-0.14-20-90"
"0.08","0.14","30","10","54.1","0.08-0.14-30-10"
"0.08","0.14","30","100","123.2","0.08-0.14-30-100"
"0.08","0.14","30","20","38.5","0.08-0.14-30-20"
"0.08","0.14","30","30","50.6","0.08-0.14-30-30"
"0.08","0.14","30","40","62.7","0.08-0.14-30-40"
"0.08","0.14","30","50","78.7","0.08-0.14-30-50"
"0.08","0.14","30","60","101.9","0.08-0.14-30-60"
"0.08","0.14","30","70","76.9","0.08-0.14-30-70"
"0.08","0.14","30","80","85.8","0.08-0.14-30-80"
"0.08","0.14","30","90","94.3","0.08-0.14-30-90"
"0.08","0.14","40","10","36.6","0.08-0.14-40-10"
"0.08","0.14","40","100","75.0","0.08-0.14-40-100"
"0.08","0.14","40","20","54.8","0.08-0.14-40-20"
"0.08","0.14","40","30","100.0","0.08-0.14-40-30"
"0.08","0.14","40","40","87.5","0.08-0.14-40-40"
"0.08","0.14","40","50","94.0","0.08-0.14-40-50"
"0.08","0.14","40","60","110.4","0.08-0.14-40-60"
"0.08","0.14","40","70","107.3","0.08-0.14-40-70"
"0.08","0.14","40","80","110.0","0.08-0.14-40-80"
"0.08","0.14","40","90","142.7","0.08-0.14-40-90"
"0.08","0.14","50","10","39.7","0.08-0.14-50-10"
"0.08","0.14","50","100","131.5","0.08-0.14-50-100"
"0.08","0.14","50","20","70.7","0.08-0.14-50-20"
"0.08","0.14","50","30","98.3","0.08-0.14-50-30"
"0.08","0.14","50","40","91.7","0.08-0.14-50-40"
"0.08","0.14","50","50","116.4","0.08-0.14-50-50"
"0.08","0.14","50","60","90.7","0.08-0.14-50-60"
"0.08","0.14","50","70","104.5","0.08-0.14-50-70"
"0.08","0.14","50","80","134.8","0.08-0.14-50-80"
"0.08","0.14","50","90","141.7","0.08-0.14-50-90"
"0.08","0.14","60","10","58.7","0.08-0.14-60-10"
"0.08","0.14","60","100","143.9","0.08-0.14-60-100"
"0.08","0.14","60","20","89.2","0.08-0.14-60-20"
"0.08","0.14","60","30","88.8","0.08-0.14-60-30"
"0.08","0.14","60","40","106.0","0.08-0.14-60-40"
"0.08","0.14","60","50","121.8","0.08-0.14-60-50"
"0.08","0.14","60","60","176.7","0.08-0.14-60-60"
"0.08","0.14","60","70","76.8","0.08-0.14-60-70"
"0.08","0.14","60","80","153.4","0.08-0.14-60-80"
"0.08","0.14","60","90","128.0","0.08-0.14-60-90"
"0.08","0.14","70","10","69.7","0.08-0.14-70-10"
"0.08","0.14","70","100","137.6","0.08-0.14-70-100"
"0.08","0.14","70","20","138.1","0.08-0.14-70-20"
"0.08","0.14","70","30","93.4","0.08-0.14-70-30"
"0.08","0.14","70","40","127.2","0.08-0.14-70-40"
"0.08","0.14","70","50","149.7","0.08-0.14-70-50"
"0.08","0.14","70","60","130.7","0.08-0.14-70-60"
"0.08","0.14","70","70","193.6","0.08-0.14-70-70"
"0.08","0.14","70","80","141.0","0.08-0.14-70-80"
"0.08","0.14","70","90","152.7","0.08-0.14-70-90"
"0.08","0.14","80","10","64.3","0.08-0.14-80-10"
"0.08","0.14","80","100","212.3","0.08-0.14-80-100"
"0.08","0.14","80","20","117.0","0.08-0.14-80-20"
"0.08","0.14","80","30","134.5","0.08-0.14-80-30"
"0.08","0.14","80","40","166.6","0.08-0.14-80-40"
"0.08","0.14","80","50","154.8","0.08-0.14-80-50"
"0.08","0.14","80","60","160.8","0.08-0.14-80-60"
"0.08","0.14","80","70","143.6","0.08-0.14-80-70"
"0.08","0.14","80","80","155.5","0.08-0.14-80-80"
"0.08","0.14","80","90","180.0","0.08-0.14-80-90"
"0.08","0.14","90","10","87.2","0.08-0.14-90-10"
"0.08","0.14","90","100","169.3","0.08-0.14-90-100"
"0.08","0.14","90","20","111.4","0.08-0.14-90-20"
"0.08","0.14","90","30","146.1","0.08-0.14-90-30"
"0.08","0.14","90","40","129.3","0.08-0.14-90-40"
"0.08","0.14","90","50","120.1","0.08-0.14-90-50"
"0.08","0.14","90","60","181.9","0.08-0.14-90-60"
"0.08","0.14","90","70","138.8","0.08-0.14-90-70"
"0.08","0.14","90","80","167.0","0.08-0.14-90-80"
"0.08","0.14","90","90","179.0","0.08-0.14-90-90"
"0.08","0.15","10","10","20.5","0.08-0.15-10-10"
"0.08","0.15","10","100","33.1","0.08-0.15-10-100"
"0.08","0.15","10","20","22.4","0.08-0.15-10-20"
"0.08","0.15","10","30","26.2","0.08-0.15-10-30"
"0.08","0.15","10","40","27.5","0.08-0.15-10-40"
"0.08","0.15","10","50","31.9","0.08-0.15-10-50"
"0.08","0.15","10","60","42.3","0.08-0.15-10-60"
"0.08","0.15","10","70","32.4","0.08-0.15-10-70"
"0.08","0.15","10","80","28.1","0.08-0.15-10-80"
"0.08","0.15","10","90","35.5","0.08-0.15-10-90"
"0.08","0.15","100","10","53.3","0.08-0.15-100-10"
"0.08","0.15","100","100","175.3","0.08-0.15-100-100"
"0.08","0.15","100","20","97.2","0.08-0.15-100-20"
"0.08","0.15","100","30","127.4","0.08-0.15-100-30"
"0.08","0.15","100","40","131.8","0.08-0.15-100-40"
"0.08","0.15","100","50","145.1","0.08-0.15-100-50"
"0.08","0.15","100","60","136.5","0.08-0.15-100-60"
"0.08","0.15","100","70","147.1","0.08-0.15-100-70"
"0.08","0.15","100","80","143.1","0.08-0.15-100-80"
"0.08","0.15","100","90","196.0","0.08-0.15-100-90"
"0.08","0.15","20","10","27.2","0.08-0.15-20-10"
"0.08","0.15","20","100","62.2","0.08-0.15-20-100"
"0.08","0.15","20","20","54.8","0.08-0.15-20-20"
"0.08","0.15","20","30","39.2","0.08-0.15-20-30"
"0.08","0.15","20","40","81.0","0.08-0.15-20-40"
"0.08","0.15","20","50","57.5","0.08-0.15-20-50"
"0.08","0.15","20","60","42.3","0.08-0.15-20-60"
"0.08","0.15","20","70","56.9","0.08-0.15-20-70"
"0.08","0.15","20","80","42.9","0.08-0.15-20-80"
"0.08","0.15","20","90","61.3","0.08-0.15-20-90"
"0.08","0.15","30","10","39.9","0.08-0.15-30-10"
"0.08","0.15","30","100","114.5","0.08-0.15-30-100"
"0.08","0.15","30","20","37.2","0.08-0.15-30-20"
"0.08","0.15","30","30","44.0","0.08-0.15-30-30"
"0.08","0.15","30","40","54.8","0.08-0.15-30-40"
"0.08","0.15","30","50","61.3","0.08-0.15-30-50"
"0.08","0.15","30","60","77.1","0.08-0.15-30-60"
"0.08","0.15","30","70","65.7","0.08-0.15-30-70"
"0.08","0.15","30","80","99.6","0.08-0.15-30-80"
"0.08","0.15","30","90","53.5","0.08-0.15-30-90"
"0.08","0.15","40","10","40.1","0.08-0.15-40-10"
"0.08","0.15","40","100","84.0","0.08-0.15-40-100"
"0.08","0.15","40","20","76.1","0.08-0.15-40-20"
"0.08","0.15","40","30","77.3","0.08-0.15-40-30"
"0.08","0.15","40","40","57.3","0.08-0.15-40-40"
"0.08","0.15","40","50","58.6","0.08-0.15-40-50"
"0.08","0.15","40","60","84.8","0.08-0.15-40-60"
"0.08","0.15","40","70","117.2","0.08-0.15-40-70"
"0.08","0.15","40","80","99.5","0.08-0.15-40-80"
"0.08","0.15","40","90","93.9","0.08-0.15-40-90"
"0.08","0.15","50","10","61.3","0.08-0.15-50-10"
"0.08","0.15","50","100","118.0","0.08-0.15-50-100"
"0.08","0.15","50","20","53.3","0.08-0.15-50-20"
"0.08","0.15","50","30","89.0","0.08-0.15-50-30"
"0.08","0.15","50","40","91.4","0.08-0.15-50-40"
"0.08","0.15","50","50","94.0","0.08-0.15-50-50"
"0.08","0.15","50","60","108.0","0.08-0.15-50-60"
"0.08","0.15","50","70","68.1","0.08-0.15-50-70"
"0.08","0.15","50","80","74.2","0.08-0.15-50-80"
"0.08","0.15","50","90","107.1","0.08-0.15-50-90"
"0.08","0.15","60","10","28.9","0.08-0.15-60-10"
"0.08","0.15","60","100","118.9","0.08-0.15-60-100"
"0.08","0.15","60","20","81.0","0.08-0.15-60-20"
"0.08","0.15","60","30","118.4","0.08-0.15-60-30"
"0.08","0.15","60","40","106.0","0.08-0.15-60-40"
"0.08","0.15","60","50","158.3","0.08-0.15-60-50"
"0.08","0.15","60","60","90.5","0.08-0.15-60-60"
"0.08","0.15","60","70","118.8","0.08-0.15-60-70"
"0.08","0.15","60","80","128.1","0.08-0.15-60-80"
"0.08","0.15","60","90","153.7","0.08-0.15-60-90"
"0.08","0.15","70","10","76.2","0.08-0.15-70-10"
"0.08","0.15","70","100","185.9","0.08-0.15-70-100"
"0.08","0.15","70","20","118.1","0.08-0.15-70-20"
"0.08","0.15","70","30","134.5","0.08-0.15-70-30"
"0.08","0.15","70","40","96.6","0.08-0.15-70-40"
"0.08","0.15","70","50","126.5","0.08-0.15-70-50"
"0.08","0.15","70","60","126.6","0.08-0.15-70-60"
"0.08","0.15","70","70","107.9","0.08-0.15-70-70"
"0.08","0.15","70","80","135.3","0.08-0.15-70-80"
"0.08","0.15","70","90","129.6","0.08-0.15-70-90"
"0.08","0.15","80","10","58.2","0.08-0.15-80-10"
"0.08","0.15","80","100","135.3","0.08-0.15-80-100"
"0.08","0.15","80","20","70.1","0.08-0.15-80-20"
"0.08","0.15","80","30","118.2","0.08-0.15-80-30"
"0.08","0.15","80","40","106.7","0.08-0.15-80-40"
"0.08","0.15","80","50","115.5","0.08-0.15-80-50"
"0.08","0.15","80","60","142.5","0.08-0.15-80-60"
"0.08","0.15","80","70","145.8","0.08-0.15-80-70"
"0.08","0.15","80","80","113.5","0.08-0.15-80-80"
"0.08","0.15","80","90","169.6","0.08-0.15-80-90"
"0.08","0.15","90","10","72.9","0.08-0.15-90-10"
"0.08","0.15","90","100","169.4","0.08-0.15-90-100"
"0.08","0.15","90","20","83.4","0.08-0.15-90-20"
"0.08","0.15","90","30","99.4","0.08-0.15-90-30"
"0.08","0.15","90","40","120.2","0.08-0.15-90-40"
"0.08","0.15","90","50","129.6","0.08-0.15-90-50"
"0.08","0.15","90","60","110.6","0.08-0.15-90-60"
"0.08","0.15","90","70","126.5","0.08-0.15-90-70"
"0.08","0.15","90","80","124.8","0.08-0.15-90-80"
"0.08","0.15","90","90","136.4","0.08-0.15-90-90"
"0.08","0.16","10","10","19.6","0.08-0.16-10-10"
"0.08","0.16","10","100","30.7","0.08-0.16-10-100"
"0.08","0.16","10","20","20.0","0.08-0.16-10-20"
"0.08","0.16","10","30","26.0","0.08-0.16-10-30"
"0.08","0.16","10","40","25.2","0.08-0.16-10-40"
"0.08","0.16","10","50","31.7","0.08-0.16-10-50"
"0.08","0.16","10","60","33.8","0.08-0.16-10-60"
"0.08","0.16","10","70","32.7","0.08-0.16-10-70"
"0.08","0.16","10","80","33.8","0.08-0.16-10-80"
"0.08","0.16","10","90","44.3","0.08-0.16-10-90"
"0.08","0.16","100","10","81.3","0.08-0.16-100-10"
"0.08","0.16","100","100","164.7","0.08-0.16-100-100"
"0.08","0.16","100","20","84.0","0.08-0.16-100-20"
"0.08","0.16","100","30","108.2","0.08-0.16-100-30"
"0.08","0.16","100","40","159.8","0.08-0.16-100-40"
"0.08","0.16","100","50","137.8","0.08-0.16-100-50"
"0.08","0.16","100","60","130.6","0.08-0.16-100-60"
"0.08","0.16","100","70","148.4","0.08-0.16-100-70"
"0.08","0.16","100","80","137.8","0.08-0.16-100-80"
"0.08","0.16","100","90","117.8","0.08-0.16-100-90"
"0.08","0.16","20","10","21.4","0.08-0.16-20-10"
"0.08","0.16","20","100","41.9","0.08-0.16-20-100"
"0.08","0.16","20","20","28.6","0.08-0.16-20-20"
"0.08","0.16","20","30","24.7","0.08-0.16-20-30"
"0.08","0.16","20","40","47.3","0.08-0.16-20-40"
"0.08","0.16","20","50","39.6","0.08-0.16-20-50"
"0.08","0.16","20","60","28.0","0.08-0.16-20-60"
"0.08","0.16","20","70","27.4","0.08-0.16-20-70"
"0.08","0.16","20","80","38.5","0.08-0.16-20-80"
"0.08","0.16","20","90","58.3","0.08-0.16-20-90"
"0.08","0.16","30","10","31.9","0.08-0.16-30-10"
"0.08","0.16","30","100","85.2","0.08-0.16-30-100"
"0.08","0.16","30","20","73.9","0.08-0.16-30-20"
"0.08","0.16","30","30","25.4","0.08-0.16-30-30"
"0.08","0.16","30","40","66.6","0.08-0.16-30-40"
"0.08","0.16","30","50","34.4","0.08-0.16-30-50"
"0.08","0.16","30","60","31.1","0.08-0.16-30-60"
"0.08","0.16","30","70","30.8","0.08-0.16-30-70"
"0.08","0.16","30","80","66.9","0.08-0.16-30-80"
"0.08","0.16","30","90","44.7","0.08-0.16-30-90"
"0.08","0.16","40","10","46.2","0.08-0.16-40-10"
"0.08","0.16","40","100","64.5","0.08-0.16-40-100"
"0.08","0.16","40","20","60.5","0.08-0.16-40-20"
"0.08","0.16","40","30","67.8","0.08-0.16-40-30"
"0.08","0.16","40","40","40.6","0.08-0.16-40-40"
"0.08","0.16","40","50","31.4","0.08-0.16-40-50"
"0.08","0.16","40","60","79.7","0.08-0.16-40-60"
"0.08","0.16","40","70","102.0","0.08-0.16-40-70"
"0.08","0.16","40","80","78.4","0.08-0.16-40-80"
"0.08","0.16","40","90","86.3","0.08-0.16-40-90"
"0.08","0.16","50","10","27.4","0.08-0.16-50-10"
"0.08","0.16","50","100","92.1","0.08-0.16-50-100"
"0.08","0.16","50","20","73.5","0.08-0.16-50-20"
"0.08","0.16","50","30","57.2","0.08-0.16-50-30"
"0.08","0.16","50","40","43.8","0.08-0.16-50-40"
"0.08","0.16","50","50","106.4","0.08-0.16-50-50"
"0.08","0.16","50","60","66.1","0.08-0.16-50-60"
"0.08","0.16","50","70","93.9","0.08-0.16-50-70"
"0.08","0.16","50","80","121.6","0.08-0.16-50-80"
"0.08","0.16","50","90","100.1","0.08-0.16-50-90"
"0.08","0.16","60","10","59.9","0.08-0.16-60-10"
"0.08","0.16","60","100","119.2","0.08-0.16-60-100"
"0.08","0.16","60","20","61.7","0.08-0.16-60-20"
"0.08","0.16","60","30","61.9","0.08-0.16-60-30"
"0.08","0.16","60","40","71.8","0.08-0.16-60-40"
"0.08","0.16","60","50","120.0","0.08-0.16-60-50"
"0.08","0.16","60","60","93.9","0.08-0.16-60-60"
"0.08","0.16","60","70","116.5","0.08-0.16-60-70"
"0.08","0.16","60","80","79.2","0.08-0.16-60-80"
"0.08","0.16","60","90","85.5","0.08-0.16-60-90"
"0.08","0.16","70","10","81.0","0.08-0.16-70-10"
"0.08","0.16","70","100","112.8","0.08-0.16-70-100"
"0.08","0.16","70","20","63.2","0.08-0.16-70-20"
"0.08","0.16","70","30","87.0","0.08-0.16-70-30"
"0.08","0.16","70","40","75.1","0.08-0.16-70-40"
"0.08","0.16","70","50","132.7","0.08-0.16-70-50"
"0.08","0.16","70","60","92.7","0.08-0.16-70-60"
"0.08","0.16","70","70","119.9","0.08-0.16-70-70"
"0.08","0.16","70","80","124.0","0.08-0.16-70-80"
"0.08","0.16","70","90","123.2","0.08-0.16-70-90"
"0.08","0.16","80","10","50.5","0.08-0.16-80-10"
"0.08","0.16","80","100","122.0","0.08-0.16-80-100"
"0.08","0.16","80","20","112.6","0.08-0.16-80-20"
"0.08","0.16","80","30","122.8","0.08-0.16-80-30"
"0.08","0.16","80","40","107.7","0.08-0.16-80-40"
"0.08","0.16","80","50","119.2","0.08-0.16-80-50"
"0.08","0.16","80","60","144.9","0.08-0.16-80-60"
"0.08","0.16","80","70","130.7","0.08-0.16-80-70"
"0.08","0.16","80","80","125.3","0.08-0.16-80-80"
"0.08","0.16","80","90","116.5","0.08-0.16-80-90"
"0.08","0.16","90","10","44.2","0.08-0.16-90-10"
"0.08","0.16","90","100","152.7","0.08-0.16-90-100"
"0.08","0.16","90","20","129.1","0.08-0.16-90-20"
"0.08","0.16","90","30","136.0","0.08-0.16-90-30"
"0.08","0.16","90","40","96.5","0.08-0.16-90-40"
"0.08","0.16","90","50","134.6","0.08-0.16-90-50"
"0.08","0.16","90","60","119.1","0.08-0.16-90-60"
"0.08","0.16","90","70","145.2","0.08-0.16-90-70"
"0.08","0.16","90","80","129.7","0.08-0.16-90-80"
"0.08","0.16","90","90","129.0","0.08-0.16-90-90"
"0.08","0.17","10","10","17.5","0.08-0.17-10-10"
"0.08","0.17","10","100","31.1","0.08-0.17-10-100"
"0.08","0.17","10","20","17.5","0.08-0.17-10-20"
"0.08","0.17","10","30","25.5","0.08-0.17-10-30"
"0.08","0.17","10","40","21.9","0.08-0.17-10-40"
"0.08","0.17","10","50","26.0","0.08-0.17-10-50"
"0.08","0.17","10","60","23.9","0.08-0.17-10-60"
"0.08","0.17","10","70","26.6","0.08-0.17-10-70"
"0.08","0.17","10","80","31.0","0.08-0.17-10-80"
"0.08","0.17","10","90","34.3","0.08-0.17-10-90"
"0.08","0.17","100","10","60.8","0.08-0.17-100-10"
"0.08","0.17","100","100","147.5","0.08-0.17-100-100"
"0.08","0.17","100","20","81.5","0.08-0.17-100-20"
"0.08","0.17","100","30","110.6","0.08-0.17-100-30"
"0.08","0.17","100","40","101.2","0.08-0.17-100-40"
"0.08","0.17","100","50","106.3","0.08-0.17-100-50"
"0.08","0.17","100","60","126.6","0.08-0.17-100-60"
"0.08","0.17","100","70","148.5","0.08-0.17-100-70"
"0.08","0.17","100","80","120.1","0.08-0.17-100-80"
"0.08","0.17","100","90","111.5","0.08-0.17-100-90"
"0.08","0.17","20","10","14.2","0.08-0.17-20-10"
"0.08","0.17","20","100","43.8","0.08-0.17-20-100"
"0.08","0.17","20","20","19.3","0.08-0.17-20-20"
"0.08","0.17","20","30","22.7","0.08-0.17-20-30"
"0.08","0.17","20","40","37.6","0.08-0.17-20-40"
"0.08","0.17","20","50","31.9","0.08-0.17-20-50"
"0.08","0.17","20","60","29.1","0.08-0.17-20-60"
"0.08","0.17","20","70","44.4","0.08-0.17-20-70"
"0.08","0.17","20","80","58.7","0.08-0.17-20-80"
"0.08","0.17","20","90","42.0","0.08-0.17-20-90"
"0.08","0.17","30","10","14.1","0.08-0.17-30-10"
"0.08","0.17","30","100","41.4","0.08-0.17-30-100"
"0.08","0.17","30","20","43.8","0.08-0.17-30-20"
"0.08","0.17","30","30","43.2","0.08-0.17-30-30"
"0.08","0.17","30","40","38.8","0.08-0.17-30-40"
"0.08","0.17","30","50","46.6","0.08-0.17-30-50"
"0.08","0.17","30","60","45.2","0.08-0.17-30-60"
"0.08","0.17","30","70","44.3","0.08-0.17-30-70"
"0.08","0.17","30","80","49.6","0.08-0.17-30-80"
"0.08","0.17","30","90","53.1","0.08-0.17-30-90"
"0.08","0.17","40","10","36.3","0.08-0.17-40-10"
"0.08","0.17","40","100","49.9","0.08-0.17-40-100"
"0.08","0.17","40","20","21.0","0.08-0.17-40-20"
"0.08","0.17","40","30","44.8","0.08-0.17-40-30"
"0.08","0.17","40","40","44.9","0.08-0.17-40-40"
"0.08","0.17","40","50","55.7","0.08-0.17-40-50"
"0.08","0.17","40","60","49.6","0.08-0.17-40-60"
"0.08","0.17","40","70","61.2","0.08-0.17-40-70"
"0.08","0.17","40","80","90.6","0.08-0.17-40-80"
"0.08","0.17","40","90","80.2","0.08-0.17-40-90"
"0.08","0.17","50","10","27.7","0.08-0.17-50-10"
"0.08","0.17","50","100","74.7","0.08-0.17-50-100"
"0.08","0.17","50","20","41.6","0.08-0.17-50-20"
"0.08","0.17","50","30","38.0","0.08-0.17-50-30"
"0.08","0.17","50","40","69.6","0.08-0.17-50-40"
"0.08","0.17","50","50","47.2","0.08-0.17-50-50"
"0.08","0.17","50","60","60.2","0.08-0.17-50-60"
"0.08","0.17","50","70","92.6","0.08-0.17-50-70"
"0.08","0.17","50","80","69.2","0.08-0.17-50-80"
"0.08","0.17","50","90","40.8","0.08-0.17-50-90"
"0.08","0.17","60","10","15.3","0.08-0.17-60-10"
"0.08","0.17","60","100","92.6","0.08-0.17-60-100"
"0.08","0.17","60","20","79.4","0.08-0.17-60-20"
"0.08","0.17","60","30","70.1","0.08-0.17-60-30"
"0.08","0.17","60","40","70.8","0.08-0.17-60-40"
"0.08","0.17","60","50","110.1","0.08-0.17-60-50"
"0.08","0.17","60","60","89.9","0.08-0.17-60-60"
"0.08","0.17","60","70","106.5","0.08-0.17-60-70"
"0.08","0.17","60","80","67.5","0.08-0.17-60-80"
"0.08","0.17","60","90","73.8","0.08-0.17-60-90"
"0.08","0.17","70","10","39.4","0.08-0.17-70-10"
"0.08","0.17","70","100","98.0","0.08-0.17-70-100"
"0.08","0.17","70","20","97.4","0.08-0.17-70-20"
"0.08","0.17","70","30","85.1","0.08-0.17-70-30"
"0.08","0.17","70","40","76.8","0.08-0.17-70-40"
"0.08","0.17","70","50","100.1","0.08-0.17-70-50"
"0.08","0.17","70","60","105.9","0.08-0.17-70-60"
"0.08","0.17","70","70","129.4","0.08-0.17-70-70"
"0.08","0.17","70","80","82.4","0.08-0.17-70-80"
"0.08","0.17","70","90","162.8","0.08-0.17-70-90"
"0.08","0.17","80","10","55.1","0.08-0.17-80-10"
"0.08","0.17","80","100","92.9","0.08-0.17-80-100"
"0.08","0.17","80","20","56.6","0.08-0.17-80-20"
"0.08","0.17","80","30","103.6","0.08-0.17-80-30"
"0.08","0.17","80","40","113.2","0.08-0.17-80-40"
"0.08","0.17","80","50","91.6","0.08-0.17-80-50"
"0.08","0.17","80","60","90.8","0.08-0.17-80-60"
"0.08","0.17","80","70","109.2","0.08-0.17-80-70"
"0.08","0.17","80","80","118.6","0.08-0.17-80-80"
"0.08","0.17","80","90","131.1","0.08-0.17-80-90"
"0.08","0.17","90","10","14.9","0.08-0.17-90-10"
"0.08","0.17","90","100","134.0","0.08-0.17-90-100"
"0.08","0.17","90","20","96.6","0.08-0.17-90-20"
"0.08","0.17","90","30","75.0","0.08-0.17-90-30"
"0.08","0.17","90","40","86.2","0.08-0.17-90-40"
"0.08","0.17","90","50","139.6","0.08-0.17-90-50"
"0.08","0.17","90","60","127.8","0.08-0.17-90-60"
"0.08","0.17","90","70","116.8","0.08-0.17-90-70"
"0.08","0.17","90","80","114.5","0.08-0.17-90-80"
"0.08","0.17","90","90","101.1","0.08-0.17-90-90"
"0.08","0.18","10","10","13.5","0.08-0.18-10-10"
"0.08","0.18","10","100","28.5","0.08-0.18-10-100"
"0.08","0.18","10","20","18.1","0.08-0.18-10-20"
"0.08","0.18","10","30","20.7","0.08-0.18-10-30"
"0.08","0.18","10","40","20.1","0.08-0.18-10-40"
"0.08","0.18","10","50","28.6","0.08-0.18-10-50"
"0.08","0.18","10","60","26.0","0.08-0.18-10-60"
"0.08","0.18","10","70","25.7","0.08-0.18-10-70"
"0.08","0.18","10","80","26.4","0.08-0.18-10-80"
"0.08","0.18","10","90","25.4","0.08-0.18-10-90"
"0.08","0.18","100","10","49.5","0.08-0.18-100-10"
"0.08","0.18","100","100","131.1","0.08-0.18-100-100"
"0.08","0.18","100","20","82.2","0.08-0.18-100-20"
"0.08","0.18","100","30","98.3","0.08-0.18-100-30"
"0.08","0.18","100","40","113.2","0.08-0.18-100-40"
"0.08","0.18","100","50","109.0","0.08-0.18-100-50"
"0.08","0.18","100","60","115.6","0.08-0.18-100-60"
"0.08","0.18","100","70","127.4","0.08-0.18-100-70"
"0.08","0.18","100","80","141.9","0.08-0.18-100-80"
"0.08","0.18","100","90","141.8","0.08-0.18-100-90"
"0.08","0.18","20","10","15.3","0.08-0.18-20-10"
"0.08","0.18","20","100","35.9","0.08-0.18-20-100"
"0.08","0.18","20","20","18.9","0.08-0.18-20-20"
"0.08","0.18","20","30","23.1","0.08-0.18-20-30"
"0.08","0.18","20","40","23.6","0.08-0.18-20-40"
"0.08","0.18","20","50","24.7","0.08-0.18-20-50"
"0.08","0.18","20","60","26.0","0.08-0.18-20-60"
"0.08","0.18","20","70","48.8","0.08-0.18-20-70"
"0.08","0.18","20","80","36.1","0.08-0.18-20-80"
"0.08","0.18","20","90","28.8","0.08-0.18-20-90"
"0.08","0.18","30","10","16.8","0.08-0.18-30-10"
"0.08","0.18","30","100","60.5","0.08-0.18-30-100"
"0.08","0.18","30","20","19.6","0.08-0.18-30-20"
"0.08","0.18","30","30","20.7","0.08-0.18-30-30"
"0.08","0.18","30","40","34.6","0.08-0.18-30-40"
"0.08","0.18","30","50","26.9","0.08-0.18-30-50"
"0.08","0.18","30","60","24.8","0.08-0.18-30-60"
"0.08","0.18","30","70","48.7","0.08-0.18-30-70"
"0.08","0.18","30","80","49.4","0.08-0.18-30-80"
"0.08","0.18","30","90","27.9","0.08-0.18-30-90"
"0.08","0.18","40","10","17.5","0.08-0.18-40-10"
"0.08","0.18","40","100","42.3","0.08-0.18-40-100"
"0.08","0.18","40","20","39.9","0.08-0.18-40-20"
"0.08","0.18","40","30","29.8","0.08-0.18-40-30"
"0.08","0.18","40","40","36.2","0.08-0.18-40-40"
"0.08","0.18","40","50","60.7","0.08-0.18-40-50"
"0.08","0.18","40","60","46.9","0.08-0.18-40-60"
