"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.08","0.09","40","20","102.0","0.08-0.09-40-20"
"0.08","0.09","40","30","130.1","0.08-0.09-40-30"
"0.08","0.09","40","40","128.6","0.08-0.09-40-40"
"0.08","0.09","40","50","153.2","0.08-0.09-40-50"
"0.08","0.09","40","60","160.5","0.08-0.09-40-60"
"0.08","0.09","40","70","206.4","0.08-0.09-40-70"
"0.08","0.09","40","80","187.3","0.08-0.09-40-80"
"0.08","0.09","40","90","187.2","0.08-0.09-40-90"
"0.08","0.09","50","10","134.5","0.08-0.09-50-10"
"0.08","0.09","50","100","210.0","0.08-0.09-50-100"
"0.08","0.09","50","20","100.5","0.08-0.09-50-20"
"0.08","0.09","50","30","139.2","0.08-0.09-50-30"
"0.08","0.09","50","40","151.1","0.08-0.09-50-40"
"0.08","0.09","50","50","209.7","0.08-0.09-50-50"
"0.08","0.09","50","60","229.7","0.08-0.09-50-60"
"0.08","0.09","50","70","192.5","0.08-0.09-50-70"
"0.08","0.09","50","80","231.1","0.08-0.09-50-80"
"0.08","0.09","50","90","183.4","0.08-0.09-50-90"
"0.08","0.09","60","10","114.7","0.08-0.09-60-10"
"0.08","0.09","60","100","254.5","0.08-0.09-60-100"
"0.08","0.09","60","20","170.5","0.08-0.09-60-20"
"0.08","0.09","60","30","123.4","0.08-0.09-60-30"
"0.08","0.09","60","40","211.6","0.08-0.09-60-40"
"0.08","0.09","60","50","197.5","0.08-0.09-60-50"
"0.08","0.09","60","60","193.8","0.08-0.09-60-60"
"0.08","0.09","60","70","166.6","0.08-0.09-60-70"
"0.08","0.09","60","80","220.6","0.08-0.09-60-80"
"0.08","0.09","60","90","227.5","0.08-0.09-60-90"
"0.08","0.09","70","10","97.6","0.08-0.09-70-10"
"0.08","0.09","70","100","258.8","0.08-0.09-70-100"
"0.08","0.09","70","20","169.6","0.08-0.09-70-20"
"0.08","0.09","70","30","171.1","0.08-0.09-70-30"
"0.08","0.09","70","40","180.1","0.08-0.09-70-40"
"0.08","0.09","70","50","201.1","0.08-0.09-70-50"
"0.08","0.09","70","60","250.6","0.08-0.09-70-60"
"0.08","0.09","70","70","254.1","0.08-0.09-70-70"
"0.08","0.09","70","80","273.8","0.08-0.09-70-80"
"0.08","0.09","70","90","233.0","0.08-0.09-70-90"
"0.08","0.09","80","10","104.8","0.08-0.09-80-10"
"0.08","0.09","80","100","276.1","0.08-0.09-80-100"
"0.08","0.09","80","20","183.0","0.08-0.09-80-20"
"0.08","0.09","80","30","163.8","0.08-0.09-80-30"
"0.08","0.09","80","40","173.1","0.08-0.09-80-40"
"0.08","0.09","80","50","226.1","0.08-0.09-80-50"
"0.08","0.09","80","60","278.7","0.08-0.09-80-60"
"0.08","0.09","80","70","249.8","0.08-0.09-80-70"
"0.08","0.09","80","80","263.3","0.08-0.09-80-80"
"0.08","0.09","80","90","277.5","0.08-0.09-80-90"
"0.08","0.09","90","10","88.2","0.08-0.09-90-10"
"0.08","0.09","90","100","297.6","0.08-0.09-90-100"
"0.08","0.09","90","20","140.9","0.08-0.09-90-20"
"0.08","0.09","90","30","187.7","0.08-0.09-90-30"
"0.08","0.09","90","40","180.4","0.08-0.09-90-40"
"0.08","0.09","90","50","196.2","0.08-0.09-90-50"
"0.08","0.09","90","60","240.3","0.08-0.09-90-60"
"0.08","0.09","90","70","200.3","0.08-0.09-90-70"
"0.08","0.09","90","80","258.9","0.08-0.09-90-80"
"0.08","0.09","90","90","266.2","0.08-0.09-90-90"
"0.08","0.1","10","10","67.5","0.08-0.1-10-10"
"0.08","0.1","10","100","124.2","0.08-0.1-10-100"
"0.08","0.1","10","20","50.1","0.08-0.1-10-20"
"0.08","0.1","10","30","47.2","0.08-0.1-10-30"
"0.08","0.1","10","40","84.4","0.08-0.1-10-40"
"0.08","0.1","10","50","72.6","0.08-0.1-10-50"
"0.08","0.1","10","60","71.0","0.08-0.1-10-60"
"0.08","0.1","10","70","107.5","0.08-0.1-10-70"
"0.08","0.1","10","80","89.1","0.08-0.1-10-80"
"0.08","0.1","10","90","85.7","0.08-0.1-10-90"
"0.08","0.1","100","10","125.1","0.08-0.1-100-10"
"0.08","0.1","100","100","267.6","0.08-0.1-100-100"
"0.08","0.1","100","20","115.6","0.08-0.1-100-20"
"0.08","0.1","100","30","180.5","0.08-0.1-100-30"
"0.08","0.1","100","40","205.4","0.08-0.1-100-40"
"0.08","0.1","100","50","232.4","0.08-0.1-100-50"
"0.08","0.1","100","60","246.8","0.08-0.1-100-60"
"0.08","0.1","100","70","267.5","0.08-0.1-100-70"
"0.08","0.1","100","80","229.3","0.08-0.1-100-80"
"0.08","0.1","100","90","274.3","0.08-0.1-100-90"
"0.08","0.1","20","10","38.2","0.08-0.1-20-10"
"0.08","0.1","20","100","106.2","0.08-0.1-20-100"
"0.08","0.1","20","20","68.4","0.08-0.1-20-20"
"0.08","0.1","20","30","99.0","0.08-0.1-20-30"
"0.08","0.1","20","40","130.3","0.08-0.1-20-40"
"0.08","0.1","20","50","134.1","0.08-0.1-20-50"
"0.08","0.1","20","60","112.9","0.08-0.1-20-60"
"0.08","0.1","20","70","131.1","0.08-0.1-20-70"
"0.08","0.1","20","80","105.5","0.08-0.1-20-80"
"0.08","0.1","20","90","129.0","0.08-0.1-20-90"
"0.08","0.1","30","10","63.5","0.08-0.1-30-10"
"0.08","0.1","30","100","159.9","0.08-0.1-30-100"
"0.08","0.1","30","20","116.3","0.08-0.1-30-20"
"0.08","0.1","30","30","106.7","0.08-0.1-30-30"
"0.08","0.1","30","40","138.4","0.08-0.1-30-40"
"0.08","0.1","30","50","146.0","0.08-0.1-30-50"
"0.08","0.1","30","60","158.8","0.08-0.1-30-60"
"0.08","0.1","30","70","179.2","0.08-0.1-30-70"
"0.08","0.1","30","80","162.5","0.08-0.1-30-80"
"0.08","0.1","30","90","133.6","0.08-0.1-30-90"
"0.08","0.1","40","10","96.5","0.08-0.1-40-10"
"0.08","0.1","40","100","157.5","0.08-0.1-40-100"
"0.08","0.1","40","20","97.7","0.08-0.1-40-20"
"0.08","0.1","40","30","129.8","0.08-0.1-40-30"
"0.08","0.1","40","40","182.8","0.08-0.1-40-40"
"0.08","0.1","40","50","149.3","0.08-0.1-40-50"
"0.08","0.1","40","60","133.5","0.08-0.1-40-60"
"0.08","0.1","40","70","138.9","0.08-0.1-40-70"
"0.08","0.1","40","80","138.3","0.08-0.1-40-80"
"0.08","0.1","40","90","174.2","0.08-0.1-40-90"
"0.08","0.1","50","10","65.5","0.08-0.1-50-10"
"0.08","0.1","50","100","172.5","0.08-0.1-50-100"
"0.08","0.1","50","20","101.5","0.08-0.1-50-20"
"0.08","0.1","50","30","120.1","0.08-0.1-50-30"
"0.08","0.1","50","40","175.2","0.08-0.1-50-40"
"0.08","0.1","50","50","177.9","0.08-0.1-50-50"
"0.08","0.1","50","60","136.8","0.08-0.1-50-60"
"0.08","0.1","50","70","151.6","0.08-0.1-50-70"
"0.08","0.1","50","80","190.8","0.08-0.1-50-80"
"0.08","0.1","50","90","152.7","0.08-0.1-50-90"
"0.08","0.1","60","10","105.2","0.08-0.1-60-10"
"0.08","0.1","60","100","196.7","0.08-0.1-60-100"
"0.08","0.1","60","20","148.2","0.08-0.1-60-20"
"0.08","0.1","60","30","152.9","0.08-0.1-60-30"
"0.08","0.1","60","40","166.1","0.08-0.1-60-40"
"0.08","0.1","60","50","148.2","0.08-0.1-60-50"
"0.08","0.1","60","60","202.4","0.08-0.1-60-60"
"0.08","0.1","60","70","204.7","0.08-0.1-60-70"
"0.08","0.1","60","80","198.1","0.08-0.1-60-80"
"0.08","0.1","60","90","209.4","0.08-0.1-60-90"
"0.08","0.1","70","10","107.2","0.08-0.1-70-10"
"0.08","0.1","70","100","220.6","0.08-0.1-70-100"
"0.08","0.1","70","20","148.5","0.08-0.1-70-20"
"0.08","0.1","70","30","153.3","0.08-0.1-70-30"
"0.08","0.1","70","40","187.0","0.08-0.1-70-40"
"0.08","0.1","70","50","222.9","0.08-0.1-70-50"
"0.08","0.1","70","60","193.3","0.08-0.1-70-60"
"0.08","0.1","70","70","184.1","0.08-0.1-70-70"
"0.08","0.1","70","80","239.9","0.08-0.1-70-80"
"0.08","0.1","70","90","228.1","0.08-0.1-70-90"
"0.08","0.1","80","10","104.3","0.08-0.1-80-10"
"0.08","0.1","80","100","237.1","0.08-0.1-80-100"
"0.08","0.1","80","20","157.4","0.08-0.1-80-20"
"0.08","0.1","80","30","153.0","0.08-0.1-80-30"
"0.08","0.1","80","40","214.7","0.08-0.1-80-40"
"0.08","0.1","80","50","193.6","0.08-0.1-80-50"
"0.08","0.1","80","60","260.3","0.08-0.1-80-60"
"0.08","0.1","80","70","219.8","0.08-0.1-80-70"
"0.08","0.1","80","80","219.7","0.08-0.1-80-80"
"0.08","0.1","80","90","225.2","0.08-0.1-80-90"
"0.08","0.1","90","10","168.9","0.08-0.1-90-10"
"0.08","0.1","90","100","270.2","0.08-0.1-90-100"
"0.08","0.1","90","20","138.3","0.08-0.1-90-20"
"0.08","0.1","90","30","171.5","0.08-0.1-90-30"
"0.08","0.1","90","40","173.7","0.08-0.1-90-40"
"0.08","0.1","90","50","176.9","0.08-0.1-90-50"
"0.08","0.1","90","60","206.7","0.08-0.1-90-60"
"0.08","0.1","90","70","250.8","0.08-0.1-90-70"
"0.08","0.1","90","80","260.6","0.08-0.1-90-80"
"0.08","0.1","90","90","295.5","0.08-0.1-90-90"
"0.08","0.11","10","10","24.3","0.08-0.11-10-10"
"0.08","0.11","10","100","103.6","0.08-0.11-10-100"
"0.08","0.11","10","20","58.1","0.08-0.11-10-20"
"0.08","0.11","10","30","47.5","0.08-0.11-10-30"
"0.08","0.11","10","40","69.2","0.08-0.11-10-40"
"0.08","0.11","10","50","90.6","0.08-0.11-10-50"
"0.08","0.11","10","60","84.9","0.08-0.11-10-60"
"0.08","0.11","10","70","43.2","0.08-0.11-10-70"
"0.08","0.11","10","80","97.3","0.08-0.11-10-80"
"0.08","0.11","10","90","87.2","0.08-0.11-10-90"
"0.08","0.11","100","10","105.3","0.08-0.11-100-10"
"0.08","0.11","100","100","200.1","0.08-0.11-100-100"
"0.08","0.11","100","20","146.5","0.08-0.11-100-20"
"0.08","0.11","100","30","145.3","0.08-0.11-100-30"
"0.08","0.11","100","40","174.2","0.08-0.11-100-40"
"0.08","0.11","100","50","195.9","0.08-0.11-100-50"
"0.08","0.11","100","60","174.2","0.08-0.11-100-60"
"0.08","0.11","100","70","267.9","0.08-0.11-100-70"
"0.08","0.11","100","80","219.2","0.08-0.11-100-80"
"0.08","0.11","100","90","275.8","0.08-0.11-100-90"
"0.08","0.11","20","10","52.7","0.08-0.11-20-10"
"0.08","0.11","20","100","116.4","0.08-0.11-20-100"
"0.08","0.11","20","20","49.9","0.08-0.11-20-20"
"0.08","0.11","20","30","73.2","0.08-0.11-20-30"
"0.08","0.11","20","40","66.9","0.08-0.11-20-40"
"0.08","0.11","20","50","84.6","0.08-0.11-20-50"
"0.08","0.11","20","60","122.6","0.08-0.11-20-60"
"0.08","0.11","20","70","126.9","0.08-0.11-20-70"
"0.08","0.11","20","80","114.5","0.08-0.11-20-80"
"0.08","0.11","20","90","142.4","0.08-0.11-20-90"
"0.08","0.11","30","10","76.7","0.08-0.11-30-10"
"0.08","0.11","30","100","146.4","0.08-0.11-30-100"
"0.08","0.11","30","20","86.7","0.08-0.11-30-20"
"0.08","0.11","30","30","81.9","0.08-0.11-30-30"
"0.08","0.11","30","40","102.5","0.08-0.11-30-40"
"0.08","0.11","30","50","132.3","0.08-0.11-30-50"
"0.08","0.11","30","60","124.0","0.08-0.11-30-60"
"0.08","0.11","30","70","121.0","0.08-0.11-30-70"
"0.08","0.11","30","80","144.2","0.08-0.11-30-80"
"0.08","0.11","30","90","149.3","0.08-0.11-30-90"
"0.08","0.11","40","10","61.7","0.08-0.11-40-10"
"0.08","0.11","40","100","144.3","0.08-0.11-40-100"
"0.08","0.11","40","20","96.2","0.08-0.11-40-20"
"0.08","0.11","40","30","114.3","0.08-0.11-40-30"
"0.08","0.11","40","40","130.9","0.08-0.11-40-40"
"0.08","0.11","40","50","139.7","0.08-0.11-40-50"
"0.08","0.11","40","60","124.7","0.08-0.11-40-60"
"0.08","0.11","40","70","127.1","0.08-0.11-40-70"
"0.08","0.11","40","80","132.2","0.08-0.11-40-80"
"0.08","0.11","40","90","164.2","0.08-0.11-40-90"
"0.08","0.11","50","10","79.3","0.08-0.11-50-10"
"0.08","0.11","50","100","195.4","0.08-0.11-50-100"
"0.08","0.11","50","20","130.8","0.08-0.11-50-20"
"0.08","0.11","50","30","146.8","0.08-0.11-50-30"
"0.08","0.11","50","40","144.6","0.08-0.11-50-40"
"0.08","0.11","50","50","116.8","0.08-0.11-50-50"
"0.08","0.11","50","60","106.0","0.08-0.11-50-60"
"0.08","0.11","50","70","155.1","0.08-0.11-50-70"
"0.08","0.11","50","80","182.1","0.08-0.11-50-80"
"0.08","0.11","50","90","225.7","0.08-0.11-50-90"
"0.08","0.11","60","10","84.1","0.08-0.11-60-10"
"0.08","0.11","60","100","172.3","0.08-0.11-60-100"
"0.08","0.11","60","20","108.1","0.08-0.11-60-20"
"0.08","0.11","60","30","170.4","0.08-0.11-60-30"
"0.08","0.11","60","40","162.0","0.08-0.11-60-40"
"0.08","0.11","60","50","163.4","0.08-0.11-60-50"
"0.08","0.11","60","60","161.8","0.08-0.11-60-60"
"0.08","0.11","60","70","212.8","0.08-0.11-60-70"
"0.08","0.11","60","80","196.8","0.08-0.11-60-80"
"0.08","0.11","60","90","187.2","0.08-0.11-60-90"
"0.08","0.11","70","10","106.0","0.08-0.11-70-10"
"0.08","0.11","70","100","203.9","0.08-0.11-70-100"
"0.08","0.11","70","20","140.3","0.08-0.11-70-20"
"0.08","0.11","70","30","117.2","0.08-0.11-70-30"
"0.08","0.11","70","40","134.9","0.08-0.11-70-40"
"0.08","0.11","70","50","192.3","0.08-0.11-70-50"
"0.08","0.11","70","60","176.6","0.08-0.11-70-60"
"0.08","0.11","70","70","177.2","0.08-0.11-70-70"
"0.08","0.11","70","80","171.7","0.08-0.11-70-80"
"0.08","0.11","70","90","170.0","0.08-0.11-70-90"
"0.08","0.11","80","10","98.8","0.08-0.11-80-10"
"0.08","0.11","80","100","179.4","0.08-0.11-80-100"
"0.08","0.11","80","20","138.0","0.08-0.11-80-20"
"0.08","0.11","80","30","134.6","0.08-0.11-80-30"
"0.08","0.11","80","40","157.8","0.08-0.11-80-40"
"0.08","0.11","80","50","170.1","0.08-0.11-80-50"
"0.08","0.11","80","60","175.9","0.08-0.11-80-60"
"0.08","0.11","80","70","200.5","0.08-0.11-80-70"
"0.08","0.11","80","80","198.6","0.08-0.11-80-80"
"0.08","0.11","80","90","197.6","0.08-0.11-80-90"
"0.08","0.11","90","10","98.6","0.08-0.11-90-10"
"0.08","0.11","90","100","240.5","0.08-0.11-90-100"
"0.08","0.11","90","20","147.7","0.08-0.11-90-20"
"0.08","0.11","90","30","158.4","0.08-0.11-90-30"
"0.08","0.11","90","40","192.6","0.08-0.11-90-40"
"0.08","0.11","90","50","207.3","0.08-0.11-90-50"
"0.08","0.11","90","60","175.1","0.08-0.11-90-60"
"0.08","0.11","90","70","218.2","0.08-0.11-90-70"
"0.08","0.11","90","80","226.9","0.08-0.11-90-80"
"0.08","0.11","90","90","242.2","0.08-0.11-90-90"
"0.08","0.12","10","10","25.2","0.08-0.12-10-10"
"0.08","0.12","10","100","56.9","0.08-0.12-10-100"
"0.08","0.12","10","20","26.5","0.08-0.12-10-20"
"0.08","0.12","10","30","40.9","0.08-0.12-10-30"
"0.08","0.12","10","40","53.1","0.08-0.12-10-40"
"0.08","0.12","10","50","101.9","0.08-0.12-10-50"
"0.08","0.12","10","60","86.2","0.08-0.12-10-60"
"0.08","0.12","10","70","59.4","0.08-0.12-10-70"
"0.08","0.12","10","80","81.5","0.08-0.12-10-80"
"0.08","0.12","10","90","52.3","0.08-0.12-10-90"
"0.08","0.12","100","10","113.9","0.08-0.12-100-10"
"0.08","0.12","100","100","192.5","0.08-0.12-100-100"
"0.08","0.12","100","20","131.7","0.08-0.12-100-20"
"0.08","0.12","100","30","175.1","0.08-0.12-100-30"
"0.08","0.12","100","40","168.0","0.08-0.12-100-40"
"0.08","0.12","100","50","161.0","0.08-0.12-100-50"
"0.08","0.12","100","60","231.1","0.08-0.12-100-60"
"0.08","0.12","100","70","232.6","0.08-0.12-100-70"
"0.08","0.12","100","80","169.2","0.08-0.12-100-80"
"0.08","0.12","100","90","229.6","0.08-0.12-100-90"
"0.08","0.12","20","10","31.6","0.08-0.12-20-10"
"0.08","0.12","20","100","86.9","0.08-0.12-20-100"
"0.08","0.12","20","20","43.4","0.08-0.12-20-20"
"0.08","0.12","20","30","81.3","0.08-0.12-20-30"
"0.08","0.12","20","40","96.9","0.08-0.12-20-40"
"0.08","0.12","20","50","72.3","0.08-0.12-20-50"
"0.08","0.12","20","60","90.4","0.08-0.12-20-60"
"0.08","0.12","20","70","126.9","0.08-0.12-20-70"
"0.08","0.12","20","80","107.9","0.08-0.12-20-80"
"0.08","0.12","20","90","114.1","0.08-0.12-20-90"
"0.08","0.12","30","10","60.3","0.08-0.12-30-10"
"0.08","0.12","30","100","148.7","0.08-0.12-30-100"
"0.08","0.12","30","20","108.9","0.08-0.12-30-20"
"0.08","0.12","30","30","97.6","0.08-0.12-30-30"
"0.08","0.12","30","40","90.4","0.08-0.12-30-40"
"0.08","0.12","30","50","126.8","0.08-0.12-30-50"
"0.08","0.12","30","60","179.3","0.08-0.12-30-60"
"0.08","0.12","30","70","107.0","0.08-0.12-30-70"
"0.08","0.12","30","80","109.8","0.08-0.12-30-80"
"0.08","0.12","30","90","128.4","0.08-0.12-30-90"
"0.08","0.12","40","10","80.1","0.08-0.12-40-10"
"0.08","0.12","40","100","140.3","0.08-0.12-40-100"
"0.08","0.12","40","20","85.0","0.08-0.12-40-20"
"0.08","0.12","40","30","95.1","0.08-0.12-40-30"
"0.08","0.12","40","40","133.4","0.08-0.12-40-40"
"0.08","0.12","40","50","150.6","0.08-0.12-40-50"
"0.08","0.12","40","60","148.6","0.08-0.12-40-60"
"0.08","0.12","40","70","121.6","0.08-0.12-40-70"
"0.08","0.12","40","80","123.2","0.08-0.12-40-80"
"0.08","0.12","40","90","125.6","0.08-0.12-40-90"
"0.08","0.12","50","10","62.4","0.08-0.12-50-10"
"0.08","0.12","50","100","190.2","0.08-0.12-50-100"
"0.08","0.12","50","20","98.1","0.08-0.12-50-20"
"0.08","0.12","50","30","99.3","0.08-0.12-50-30"
"0.08","0.12","50","40","130.9","0.08-0.12-50-40"
"0.08","0.12","50","50","126.3","0.08-0.12-50-50"
"0.08","0.12","50","60","120.3","0.08-0.12-50-60"
"0.08","0.12","50","70","150.3","0.08-0.12-50-70"
"0.08","0.12","50","80","163.6","0.08-0.12-50-80"
"0.08","0.12","50","90","136.5","0.08-0.12-50-90"
"0.08","0.12","60","10","117.7","0.08-0.12-60-10"
"0.08","0.12","60","100","158.3","0.08-0.12-60-100"
"0.08","0.12","60","20","92.7","0.08-0.12-60-20"
"0.08","0.12","60","30","124.0","0.08-0.12-60-30"
"0.08","0.12","60","40","159.4","0.08-0.12-60-40"
"0.08","0.12","60","50","151.1","0.08-0.12-60-50"
"0.08","0.12","60","60","128.3","0.08-0.12-60-60"
"0.08","0.12","60","70","161.4","0.08-0.12-60-70"
"0.08","0.12","60","80","145.0","0.08-0.12-60-80"
"0.08","0.12","60","90","148.1","0.08-0.12-60-90"
"0.08","0.12","70","10","110.5","0.08-0.12-70-10"
"0.08","0.12","70","100","188.1","0.08-0.12-70-100"
"0.08","0.12","70","20","100.9","0.08-0.12-70-20"
"0.08","0.12","70","30","108.8","0.08-0.12-70-30"
"0.08","0.12","70","40","161.8","0.08-0.12-70-40"
"0.08","0.12","70","50","148.5","0.08-0.12-70-50"
"0.08","0.12","70","60","190.0","0.08-0.12-70-60"
"0.08","0.12","70","70","164.9","0.08-0.12-70-70"
"0.08","0.12","70","80","200.1","0.08-0.12-70-80"
"0.08","0.12","70","90","174.1","0.08-0.12-70-90"
"0.08","0.12","80","10","105.0","0.08-0.12-80-10"
"0.08","0.12","80","100","243.1","0.08-0.12-80-100"
"0.08","0.12","80","20","126.2","0.08-0.12-80-20"
"0.08","0.12","80","30","158.2","0.08-0.12-80-30"
"0.08","0.12","80","40","182.1","0.08-0.12-80-40"
"0.08","0.12","80","50","172.6","0.08-0.12-80-50"
"0.08","0.12","80","60","173.8","0.08-0.12-80-60"
"0.08","0.12","80","70","167.7","0.08-0.12-80-70"
"0.08","0.12","80","80","167.5","0.08-0.12-80-80"
"0.08","0.12","80","90","193.9","0.08-0.12-80-90"
"0.08","0.12","90","10","129.3","0.08-0.12-90-10"
"0.08","0.12","90","100","180.3","0.08-0.12-90-100"
"0.08","0.12","90","20","158.5","0.08-0.12-90-20"
"0.08","0.12","90","30","165.8","0.08-0.12-90-30"
"0.08","0.12","90","40","165.8","0.08-0.12-90-40"
"0.08","0.12","90","50","152.1","0.08-0.12-90-50"
"0.08","0.12","90","60","176.4","0.08-0.12-90-60"
"0.08","0.12","90","70","183.8","0.08-0.12-90-70"
"0.08","0.12","90","80","199.0","0.08-0.12-90-80"
"0.08","0.12","90","90","164.3","0.08-0.12-90-90"
"0.08","0.13","10","10","27.0","0.08-0.13-10-10"
"0.08","0.13","10","100","40.6","0.08-0.13-10-100"
"0.08","0.13","10","20","26.1","0.08-0.13-10-20"
"0.08","0.13","10","30","32.3","0.08-0.13-10-30"
"0.08","0.13","10","40","40.3","0.08-0.13-10-40"
"0.08","0.13","10","50","65.6","0.08-0.13-10-50"
"0.08","0.13","10","60","34.8","0.08-0.13-10-60"
"0.08","0.13","10","70","54.6","0.08-0.13-10-70"
"0.08","0.13","10","80","34.3","0.08-0.13-10-80"
"0.08","0.13","10","90","55.1","0.08-0.13-10-90"
"0.08","0.13","100","10","94.7","0.08-0.13-100-10"
"0.08","0.13","100","100","222.4","0.08-0.13-100-100"
"0.08","0.13","100","20","121.7","0.08-0.13-100-20"
"0.08","0.13","100","30","145.7","0.08-0.13-100-30"
"0.08","0.13","100","40","159.5","0.08-0.13-100-40"
"0.08","0.13","100","50","179.8","0.08-0.13-100-50"
"0.08","0.13","100","60","154.4","0.08-0.13-100-60"
"0.08","0.13","100","70","207.9","0.08-0.13-100-70"
"0.08","0.13","100","80","210.9","0.08-0.13-100-80"
"0.08","0.13","100","90","194.6","0.08-0.13-100-90"
"0.08","0.13","20","10","28.7","0.08-0.13-20-10"
"0.08","0.13","20","100","82.1","0.08-0.13-20-100"
"0.08","0.13","20","20","43.0","0.08-0.13-20-20"
"0.08","0.13","20","30","53.8","0.08-0.13-20-30"
"0.08","0.13","20","40","43.4","0.08-0.13-20-40"
"0.08","0.13","20","50","80.8","0.08-0.13-20-50"
"0.08","0.13","20","60","95.4","0.08-0.13-20-60"
"0.08","0.13","20","70","64.5","0.08-0.13-20-70"
"0.08","0.13","20","80","75.3","0.08-0.13-20-80"
"0.08","0.13","20","90","60.5","0.08-0.13-20-90"
"0.08","0.13","30","10","48.0","0.08-0.13-30-10"
"0.08","0.13","30","100","128.9","0.08-0.13-30-100"
"0.08","0.13","30","20","67.1","0.08-0.13-30-20"
"0.08","0.13","30","30","101.0","0.08-0.13-30-30"
"0.08","0.13","30","40","118.8","0.08-0.13-30-40"
"0.08","0.13","30","50","114.0","0.08-0.13-30-50"
"0.08","0.13","30","60","93.9","0.08-0.13-30-60"
"0.08","0.13","30","70","97.4","0.08-0.13-30-70"
"0.08","0.13","30","80","91.5","0.08-0.13-30-80"
"0.08","0.13","30","90","99.9","0.08-0.13-30-90"
"0.08","0.13","40","10","68.2","0.08-0.13-40-10"
"0.08","0.13","40","100","136.7","0.08-0.13-40-100"
"0.08","0.13","40","20","72.9","0.08-0.13-40-20"
"0.08","0.13","40","30","84.2","0.08-0.13-40-30"
"0.08","0.13","40","40","81.6","0.08-0.13-40-40"
"0.08","0.13","40","50","96.1","0.08-0.13-40-50"
"0.08","0.13","40","60","108.0","0.08-0.13-40-60"
"0.08","0.13","40","70","102.7","0.08-0.13-40-70"
"0.08","0.13","40","80","123.4","0.08-0.13-40-80"
"0.08","0.13","40","90","131.1","0.08-0.13-40-90"
"0.08","0.13","50","10","74.1","0.08-0.13-50-10"
"0.08","0.13","50","100","133.1","0.08-0.13-50-100"
"0.08","0.13","50","20","96.9","0.08-0.13-50-20"
"0.08","0.13","50","30","75.8","0.08-0.13-50-30"
"0.08","0.13","50","40","135.2","0.08-0.13-50-40"
"0.08","0.13","50","50","124.2","0.08-0.13-50-50"
"0.08","0.13","50","60","142.5","0.08-0.13-50-60"
"0.08","0.13","50","70","116.1","0.08-0.13-50-70"
"0.08","0.13","50","80","110.1","0.08-0.13-50-80"
"0.08","0.13","50","90","135.0","0.08-0.13-50-90"
"0.08","0.13","60","10","66.3","0.08-0.13-60-10"
"0.08","0.13","60","100","133.4","0.08-0.13-60-100"
"0.08","0.13","60","20","114.0","0.08-0.13-60-20"
"0.08","0.13","60","30","124.8","0.08-0.13-60-30"
"0.08","0.13","60","40","126.7","0.08-0.13-60-40"
"0.08","0.13","60","50","114.2","0.08-0.13-60-50"
"0.08","0.13","60","60","150.6","0.08-0.13-60-60"
"0.08","0.13","60","70","132.7","0.08-0.13-60-70"
"0.08","0.13","60","80","153.8","0.08-0.13-60-80"
"0.08","0.13","60","90","181.6","0.08-0.13-60-90"
"0.08","0.13","70","10","70.3","0.08-0.13-70-10"
"0.08","0.13","70","100","153.2","0.08-0.13-70-100"
"0.08","0.13","70","20","103.2","0.08-0.13-70-20"
"0.08","0.13","70","30","133.8","0.08-0.13-70-30"
"0.08","0.13","70","40","175.2","0.08-0.13-70-40"
"0.08","0.13","70","50","125.9","0.08-0.13-70-50"
"0.08","0.13","70","60","156.1","0.08-0.13-70-60"
"0.08","0.13","70","70","152.4","0.08-0.13-70-70"
"0.08","0.13","70","80","152.3","0.08-0.13-70-80"
"0.08","0.13","70","90","144.8","0.08-0.13-70-90"
"0.08","0.13","80","10","79.2","0.08-0.13-80-10"
"0.08","0.13","80","100","176.9","0.08-0.13-80-100"
"0.08","0.13","80","20","98.4","0.08-0.13-80-20"
"0.08","0.13","80","30","152.4","0.08-0.13-80-30"
"0.08","0.13","80","40","144.8","0.08-0.13-80-40"
"0.08","0.13","80","50","143.0","0.08-0.13-80-50"
"0.08","0.13","80","60","152.8","0.08-0.13-80-60"
"0.08","0.13","80","70","168.8","0.08-0.13-80-70"
"0.08","0.13","80","80","182.8","0.08-0.13-80-80"
"0.08","0.13","80","90","148.6","0.08-0.13-80-90"
"0.08","0.13","90","10","101.6","0.08-0.13-90-10"
"0.08","0.13","90","100","183.3","0.08-0.13-90-100"
"0.08","0.13","90","20","102.0","0.08-0.13-90-20"
"0.08","0.13","90","30","140.1","0.08-0.13-90-30"
"0.08","0.13","90","40","155.0","0.08-0.13-90-40"
"0.08","0.13","90","50","141.1","0.08-0.13-90-50"
"0.08","0.13","90","60","142.9","0.08-0.13-90-60"
"0.08","0.13","90","70","192.3","0.08-0.13-90-70"
"0.08","0.13","90","80","200.2","0.08-0.13-90-80"
"0.08","0.13","90","90","175.4","0.08-0.13-90-90"
"0.08","0.14","10","10","19.1","0.08-0.14-10-10"
"0.08","0.14","10","100","66.1","0.08-0.14-10-100"
"0.08","0.14","10","20","34.5","0.08-0.14-10-20"
"0.08","0.14","10","30","39.7","0.08-0.14-10-30"
"0.08","0.14","10","40","34.0","0.08-0.14-10-40"
"0.08","0.14","10","50","31.3","0.08-0.14-10-50"
"0.08","0.14","10","60","65.1","0.08-0.14-10-60"
